pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
4k9e	H	L	0	C	protein	NA	mast/stem cell growth factor receptor kit	IMMUNE SYSTEM	04/19/13	Crystal structure of KIT D4D5 fragment in complex with anti-Kit antibodies Fab79D	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Resheynyak, A.V., Boggon, T.J., Lax, I., Schlessinger, J.	2.7	X-RAY DIFFRACTION	0.282	0.247	False	True	IGHV3	IGKV1	Kappa	6.4e-12	-15.271102808414621	SPR	NA	TBD
4k94	H	L	0	C | C	carbohydrate | protein	NAG | NA	N-ACETYL-D-GLUCOSAMINE | mast/stem cell growth factor receptor kit	IMMUNE SYSTEM	04/19/13	Crystal structure of KIT D4D5 fragment in complex with anti-Kit antibody Fab19	ESCHERICHIA COLI; HOMO SAPIENS	NA	NA	homo sapiens | homo sapiens	Resheynyak, A.V., Boggon, T.J., Lax, I., Schlessinger, J.	2.4	X-RAY DIFFRACTION	0.235	0.198	False	True	IGHV3	IGKV1	Kappa	6.3e-10	-12.551945274084549	TBD	SPR	NA
1jps	H	L	0	T	protein	NA	tissue factor	IMMUNE SYSTEM	08/03/01	Crystal structure of tissue factor in complex with humanized Fab D3h44	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Faelber, K., Kirchhofer, D., Presta, L., Kelley, R.F., Muller, Y.A.	1.85	X-RAY DIFFRACTION	0.22399999999999998	0.201	False	True	IGHV3	IGKV1	Kappa	1.00e-10	-13.63	SPR	25	11307801
7byr	H	L	0	B	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN	04/24/20	BD23-Fab in complex with the S ectodomain trimer	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhu, Q., Wang, G., Xiao, J.	3.84	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV7	IGKV1	Kappa	None	None	None	None	None
6ztr	H	L	0	I	protein	NA	cadherin-3	IMMUNE SYSTEM	05/05/21	Crystal Structure of the anti-human P-Cadherin Fab CQY684 in complex with human P-Cadherin(108-324)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Rondeau, J.M., Lehmann, S.	2.1	X-RAY DIFFRACTION	0.221	0.192	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
6ztr	A	B	0	J	protein	NA	cadherin-3	IMMUNE SYSTEM	05/05/21	Crystal Structure of the anti-human P-Cadherin Fab CQY684 in complex with human P-Cadherin(108-324)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Rondeau, J.M., Lehmann, S.	2.1	X-RAY DIFFRACTION	0.221	0.192	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
5njg	E	F	0	A	protein	NA	atp-binding cassette sub-family g member 2	TRANSPORT PROTEIN	03/28/17	Structure of an ABC transporter: part of the structure that could be built de novo	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Taylor, N.M.I., Manolaridis, I., Jackson, S.M., Kowal, J., Stahlberg, H., Locher, K.P.	3.78	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV13	Kappa	None	None	None	None	None
5njg	C	D	0	B	protein	NA	atp-binding cassette sub-family g member 2	TRANSPORT PROTEIN	03/28/17	Structure of an ABC transporter: part of the structure that could be built de novo	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Taylor, N.M.I., Manolaridis, I., Jackson, S.M., Kowal, J., Stahlberg, H., Locher, K.P.	3.78	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV13	Kappa	None	None	None	None	None
5njd	T	S	0	G | F	protein | protein	NA | NA	interleukin-12 subunit beta | interleukin-23 subunit alpha	IMMUNE SYSTEM	01/03/18	Structure of Interleukin 23 in complex with Briakinumab FAb	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Bloch, Y., Savvides, S.N.	3.9	X-RAY DIFFRACTION	0.312	0.272	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
5njd	N	M	0	K	protein	NA	interleukin-12 subunit beta	IMMUNE SYSTEM	01/03/18	Structure of Interleukin 23 in complex with Briakinumab FAb	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Bloch, Y., Savvides, S.N.	3.9	X-RAY DIFFRACTION	0.312	0.272	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
5njd	V	U	0	A | J	protein | protein	NA | NA	interleukin-12 subunit beta | interleukin-23 subunit alpha	IMMUNE SYSTEM	01/03/18	Structure of Interleukin 23 in complex with Briakinumab FAb	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Bloch, Y., Savvides, S.N.	3.9	X-RAY DIFFRACTION	0.312	0.272	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
5njd	R	Q	0	C | D	protein | protein	NA | NA	interleukin-12 subunit beta | interleukin-23 subunit alpha	IMMUNE SYSTEM	01/03/18	Structure of Interleukin 23 in complex with Briakinumab FAb	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Bloch, Y., Savvides, S.N.	3.9	X-RAY DIFFRACTION	0.312	0.272	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
5njd	X	W	0	E | H	protein | protein	NA | NA	interleukin-12 subunit beta | interleukin-23 subunit alpha	IMMUNE SYSTEM	01/03/18	Structure of Interleukin 23 in complex with Briakinumab FAb	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Bloch, Y., Savvides, S.N.	3.9	X-RAY DIFFRACTION	0.312	0.272	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
5njd	P	O	0	I | B	protein | protein	NA | NA	interleukin-12 subunit beta | interleukin-23 subunit alpha	IMMUNE SYSTEM	01/03/18	Structure of Interleukin 23 in complex with Briakinumab FAb	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Bloch, Y., Savvides, S.N.	3.9	X-RAY DIFFRACTION	0.312	0.272	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6pwc	H	L	0	A | R	protein | protein	NA | NA	beta-arrestin-1 | neurotensin receptor type 1	SIGNALING PROTEIN	07/22/19	A complex structure of arrestin-2 bound to neurotensin receptor 1	HOMO SAPIENS; SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	homo sapiens | homo sapiens	Yin, W., Li, Z., Jin, M., Yin, Y.-L., de Waal, P.W., Pal, K., Gao, X., He, Y., Gao, J., Wang, X., Zhang, Y., Zhou, H., Melcher, K., Jiang, Y., Cong, Y., Zhou, X.E., Yu, X., Xu, H.E.	4.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7n8i	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 (Local Refinement of the NTD/S2L20)	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Veesler, D.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7n8h	E	D	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7n8h	M	L	0	K	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7n8h	J	I	0	F	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7n8h	H	G	0	F	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7n8h	O	N	0	K	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7n8h	C	B	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	SARS-CoV-2 S (B.1.429 / epsilon variant) + S2M11 + S2L20 Global Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6pwu	H	L	0	A | C | E	protein | protein | protein	NA | NA | NA	envelope glycoprotein gp160 | envelope glycoprotein gp160 | envelope glycoprotein gp160	VIRAL PROTEIN	07/23/19	Structure of full-length, fully glycosylated, non-modified HIV-1 gp160 bound to PG16 Fab	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1 | human immunodeficiency virus 1 | human immunodeficiency virus 1	Pan, J., Chen, B., Harrison, S.C.	6.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
6iap	H	L	0	A	protein	NA	natural cytotoxicity triggering receptor 1	IMMUNE SYSTEM	11/27/18	structure of human NKp46 in complex with antibody NKp46-1 and NKp46-4	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	homo sapiens	Roussel, A., Amigues, B.	2.9	X-RAY DIFFRACTION	0.263	0.187	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6iap	E	D	0	A	protein	NA	natural cytotoxicity triggering receptor 1	IMMUNE SYSTEM	11/27/18	structure of human NKp46 in complex with antibody NKp46-1 and NKp46-4	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	homo sapiens	Roussel, A., Amigues, B.	2.9	X-RAY DIFFRACTION	0.263	0.187	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
7n8q	H	L	0	G	protein	NA	clade a/e 93th057 hiv-1 gp120 core	IMMUNE SYSTEM	04/06/22	Rhesusized RV305 DH677.3 Fab bound to Clade A/E 93TH057 HIV-1 gp120 core.	HUMAN IMMUNODEFICIENCY VIRUS 1; MACACA MULATTA; SYNTHETIC CONSTRUCT	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Tolbert, W.D., Pazgier, M.	2.9	X-RAY DIFFRACTION	0.296	0.255	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7n8q	C	D	0	A	protein	NA	clade a/e 93th057 hiv-1 gp120 core	IMMUNE SYSTEM	04/06/22	Rhesusized RV305 DH677.3 Fab bound to Clade A/E 93TH057 HIV-1 gp120 core.	HUMAN IMMUNODEFICIENCY VIRUS 1; MACACA MULATTA; SYNTHETIC CONSTRUCT	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Tolbert, W.D., Pazgier, M.	2.9	X-RAY DIFFRACTION	0.296	0.255	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
4uuj	A	B	0	C	protein	NA	voltage-gated potassium channel kcsa	IMMUNE SYSTEM/METAL TRANSPORT	07/29/14	POTASSIUM CHANNEL KCSA-FAB WITH TETRAHEXYLAMMONIUM	MUS MUSCULUS; STREPTOMYCES LIVIDANS	mus musculus	mus musculus	streptomyces lividans	Lenaeus, M.J., Burdette, D., Wagner, T., Focia, P.J., Gross, A.	2.4	X-RAY DIFFRACTION	0.24823	0.19148	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
5nj6	H	L	0	A	protein	NA	proteinase-activated receptor 2,soluble cytochrome b562,proteinase-activated receptor 2 	MEMBRANE PROTEIN	03/28/17	Crystal structure of a thermostabilised human protease-activated receptor-2 (PAR2) in ternary complex with Fab3949 and AZ7188 at 4.0 angstrom resolution	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens, escherichia coli	Cheng, R.K.Y., Fiez-Vandal, C., Schlenker, O., Edman, K., Aggeler, B., Brown, D.G., Brown, G., Cooke, R.M., Dumelin, C.E., Dore, A.S., Geschwindner, S., Grebner, C., Hermansson, N.-O., Jazayeri, A., Johansson, P., Leong, L., Prihandoko, R., Rappas, M., Soutter, H., Snijder, A., Sundstrom, L., Tehan, B., Thornton, P., Troast, D., Wiggin, G., Zhukov, A., Marshall, F.H., Dekker, N.	4.0	X-RAY DIFFRACTION	0.319	0.263	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
5nj3	C	D	0	B	protein	NA	atp-binding cassette sub-family g member 2	TRANSPORT PROTEIN	03/28/17	Structure of an ABC transporter: complete structure	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Taylor, N.M.I., Manolaridis, I., Jackson, S.M., Kowal, J., Stahlberg, H., Locher, K.P.	3.78	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV13	Kappa	None	None	None	None	None
5nj3	E	F	0	A	protein	NA	atp-binding cassette sub-family g member 2	TRANSPORT PROTEIN	03/28/17	Structure of an ABC transporter: complete structure	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Taylor, N.M.I., Manolaridis, I., Jackson, S.M., Kowal, J., Stahlberg, H., Locher, K.P.	3.78	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV13	Kappa	None	None	None	None	None
5mvz	H	L	0	U	protein	NA	interleukin-1 beta	SIGNALING PROTEIN	01/17/17	Fab 4AB007 bound to Interleukin-1-beta	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Stark, W., Seibert, V.	2.15	X-RAY DIFFRACTION	0.281	0.219	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
5mvz	A	B	0	V	protein	NA	interleukin-1 beta	SIGNALING PROTEIN	01/17/17	Fab 4AB007 bound to Interleukin-1-beta	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Stark, W., Seibert, V.	2.15	X-RAY DIFFRACTION	0.281	0.219	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
7neh	H	L	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/03/21	Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-269 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.	1.77	X-RAY DIFFRACTION	0.198	0.188	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6chb	J	K	0	G	protein	NA	envelope glycoprotein gp120	IMMUNE SYSTEM	02/22/18	Crystal structure of a natively-glycosylated BG505 SOSIP.664 HIV-1 Envelope Trimer in complex with the broadly-neutralizing antibodies BG18 and IOMA	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Barnes, C.O., Bjorkman, P.J.	6.801	X-RAY DIFFRACTION	0.417	0.318	False	True	unknown	IGLV3	Lambda	None	None	None	None	None
6chb	I	L	0	F	protein	NA	envelope glycoprotein gp120	IMMUNE SYSTEM	02/22/18	Crystal structure of a natively-glycosylated BG505 SOSIP.664 HIV-1 Envelope Trimer in complex with the broadly-neutralizing antibodies BG18 and IOMA	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Barnes, C.O., Bjorkman, P.J.	6.801	X-RAY DIFFRACTION	0.417	0.318	False	True	unknown	IGLV3	Lambda	None	None	None	None	None
6chb	Q	R	0	H	protein	NA	envelope glycoprotein gp120	IMMUNE SYSTEM	02/22/18	Crystal structure of a natively-glycosylated BG505 SOSIP.664 HIV-1 Envelope Trimer in complex with the broadly-neutralizing antibodies BG18 and IOMA	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Barnes, C.O., Bjorkman, P.J.	6.801	X-RAY DIFFRACTION	0.417	0.318	False	True	unknown	IGLV3	Lambda	None	None	None	None	None
6chb	O	P	0	H	protein	NA	envelope glycoprotein gp120	IMMUNE SYSTEM	02/22/18	Crystal structure of a natively-glycosylated BG505 SOSIP.664 HIV-1 Envelope Trimer in complex with the broadly-neutralizing antibodies BG18 and IOMA	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Barnes, C.O., Bjorkman, P.J.	6.801	X-RAY DIFFRACTION	0.417	0.318	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
6chb	M	N	0	F	protein	NA	envelope glycoprotein gp120	IMMUNE SYSTEM	02/22/18	Crystal structure of a natively-glycosylated BG505 SOSIP.664 HIV-1 Envelope Trimer in complex with the broadly-neutralizing antibodies BG18 and IOMA	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Barnes, C.O., Bjorkman, P.J.	6.801	X-RAY DIFFRACTION	0.417	0.318	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
6chb	D	E	0	G	protein	NA	envelope glycoprotein gp120	IMMUNE SYSTEM	02/22/18	Crystal structure of a natively-glycosylated BG505 SOSIP.664 HIV-1 Envelope Trimer in complex with the broadly-neutralizing antibodies BG18 and IOMA	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Barnes, C.O., Bjorkman, P.J.	6.801	X-RAY DIFFRACTION	0.417	0.318	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7neg	H	L	0	E	protein	NA	surface glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/03/21	Crystal structure of the N501Y mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-269 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.	2.19	X-RAY DIFFRACTION	0.223	0.195	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7nez	F	E	0	A	protein	NA	atp-binding cassette sub-family g member 2	MEMBRANE PROTEIN	04/21/21	Structure of topotecan-bound ABCG2	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Kowal, J., Locher, K., Ni, D., Stahlberg, H.	3.39	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV13	Kappa	None	None	None	None	None
7nez	D	C	0	B	protein	NA	atp-binding cassette sub-family g member 2	MEMBRANE PROTEIN	04/21/21	Structure of topotecan-bound ABCG2	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Kowal, J., Locher, K., Ni, D., Stahlberg, H.	3.39	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV13	Kappa	None	None	None	None	None
7neq	F	E	0	A	protein	NA	atp-binding cassette sub-family g member 2	MEMBRANE PROTEIN	04/21/21	Structure of tariquidar-bound ABCG2	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Kowal, J., Locher, K.	3.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV13	Kappa	None	None	None	None	None
7neq	D	C	0	B	protein	NA	atp-binding cassette sub-family g member 2	MEMBRANE PROTEIN	04/21/21	Structure of tariquidar-bound ABCG2	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Kowal, J., Locher, K.	3.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV13	Kappa	None	None	None	None	None
5vj6	Q	R	0	C | F	protein | protein	NA | NA	envelope glycoprotein gp160 | envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	06/21/17	BG505 SOSIP.664 in complex with broadly neutralizing antibodies PG9 and 8ANC195	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1 | human immunodeficiency virus 1	Wang, H., Bjorkman, P.J.	11.5	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
5vj6	H	L	0	E	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	06/21/17	BG505 SOSIP.664 in complex with broadly neutralizing antibodies PG9 and 8ANC195	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Wang, H., Bjorkman, P.J.	11.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
5vj6	M	N	0	B	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	06/21/17	BG505 SOSIP.664 in complex with broadly neutralizing antibodies PG9 and 8ANC195	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Wang, H., Bjorkman, P.J.	11.5	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
5vj6	O	P	0	A | D	protein | protein	NA | NA	envelope glycoprotein gp160 | envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	06/21/17	BG505 SOSIP.664 in complex with broadly neutralizing antibodies PG9 and 8ANC195	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1 | human immunodeficiency virus 1	Wang, H., Bjorkman, P.J.	11.5	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
7wrj	A	B	0	R	protein	NA	spike protein s1	VIRAL PROTEIN	09/28/22	Local CryoEM structure of the SARS-CoV-2 S6P(B.1.1.529) in complex with BD55-4637 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J.Y.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV1	Lambda	None	None	None	None	None
7wrl	A	B	0	R	protein	NA	spike protein s1	VIRAL PROTEIN	06/22/22	Local structure of BD55-1239 Fab and SARS-COV2 Omicron RBD complex	SARS coronavirus B012	sars coronavirus b012	sars coronavirus b012	sars coronavirus b012	Zhang, Z.Z., Xiao, J.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7mhr	A	B	0	C	protein	NA	ph-gated potassium channel kcsa	MEMBRANE PROTEIN	03/23/22	KcsA E71V closed gate with K+	MUS MUSCULUS; STREPTOMYCES LIVIDANS	mus musculus	mus musculus	streptomyces lividans	Rohaim, A., Li, J., Weingarth, M., Roux, B.	2.77	X-RAY DIFFRACTION	0.203	0.168	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
7wro	H	L	0	R	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	06/22/22	Local structure of BD55-3372 and delta spike	Homo sapiens; Severe acute respiratory syndrome coronavirus	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus	Liu, P.L.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7mhx	A	B	0	C	protein	NA	ph-gated potassium channel kcsa	MEMBRANE PROTEIN	03/23/22	KcsA E71V closed gate with Ba2+	MUS MUSCULUS; STREPTOMYCES LIVIDANS	mus musculus	mus musculus	streptomyces lividans	Rohaim, A., Li, J., Weingarth, M., Roux, B.	2.85	X-RAY DIFFRACTION	0.244	0.202	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
7mhy	M	N	0	A	protein	NA	protein-cysteine n-palmitoyltransferase hhat	TRANSFERASE/IMMUNE SYSTEM	06/16/21	Human Hedgehog acyltransferase (HHAT) in complex with palmitoyl-CoA and two Fab antibody fragments	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Long, S.B., Jiang, Y.	2.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
